row_id,split,split_order,target,name,formula,natoms,efermi_eV,evac_eV,workfunction_eV,workfunction_recomputed_eV,formula_abs_diff_eV
973,train,1235,1.9167500000000004,MIP2D-1805-K2Mg2Sb2,K2Mg2Sb2,6,-0.6484,1.2683500000000003,1.9167500000000004,1.9167500000000004,0.0
974,val,137,5.569896999999999,MIP2D-534-Co1I2,CoI2,3,-3.3846,2.185297,5.569896999999999,5.569896999999999,0.0
975,train,30,5.864788000000001,MIP2D-631-Ge1S2,GeS2,3,-3.733,2.1317880000000002,5.864788000000001,5.864788000000001,0.0
976,train,1064,5.0965430000000005,MIP2D-766-I6Pt2,I6Pt2,8,-3.003,2.093543,5.0965430000000005,5.0965430000000005,0.0
977,val,3,4.916717,MIP2D-123-Bi2S2,Bi2S2,4,-1.8382,3.078517,4.916717,4.916717,0.0
978,train,461,5.666729999999999,MIP2D-1253-Br2Os2Se2,Br2Os2Se2,6,-3.3309,2.3358299999999996,5.666729999999999,5.666729999999999,0.0
979,train,257,6.447363,MIP2D-1346-Cl2Mn2Se2,Cl2Mn2Se2,6,-4.1527,2.294663,6.447363,6.447363,0.0
980,train,71,6.258857000000001,MIP2D-1485-Hf1S8Zr3,HfS8Zr3,12,-4.2441,2.0147570000000004,6.258857000000001,6.258857000000001,0.0
981,train,889,5.275281,MIP2D-1126-Al6I2Te6,Al6I2Te6,14,-2.4473,2.827981,5.275281,5.275281,0.0
982,train,203,7.867132,MIP2D-1312-Cl2Er2O2,Cl2Er2O2,6,-5.7169,2.1502320000000004,7.867132,7.867132,0.0
983,train,236,4.934785,MIP2D-21-Al1As1,AlAs,2,-3.9996,0.935185,4.934785,4.934785,0.0
984,train,313,6.211913,MIP2D-586-F2Si2,F2Si2,4,-4.7008,1.511113,6.211913,6.211913,0.0
985,train,907,7.754842,MIP2D-896-O2Pb1,O2Pb,3,-6.1137,1.6411419999999999,7.754842,7.754842,0.0
986,val,34,6.41929,MIP2D-1178-Br2Dy2S2,Br2Dy2S2,6,-4.4585,1.9607899999999998,6.41929,6.41929,0.0
987,train,67,5.103409,MIP2D-1247-Br2O2Ti2,Br2O2Ti2,6,-2.4679,2.635509,5.103409,5.103409,0.0
988,train,631,3.5958049999999995,MIP2D-459-Cl2W1,Cl2W,3,-1.3047,2.2911049999999995,3.5958049999999995,3.5958049999999995,0.0
989,train,1001,7.722500999999999,MIP2D-5-Ag1Cl2,AgCl2,3,-5.7321,1.9904009999999996,7.722500999999999,7.722500999999999,0.0
990,train,861,5.744279,MIP2D-903-O2Pt2,O2Pt2,4,-2.9894,2.754879,5.744279,5.744279,0.0
991,train,1096,4.4167309999999995,MIP2D-61-As2Sn6,As2Sn6,8,-3.3547,1.0620309999999997,4.4167309999999995,4.4167309999999995,0.0
992,train,1036,5.329898,MIP2D-1203-Br2Ir2N2,Br2Ir2N2,6,-2.8044,2.5254980000000002,5.329898,5.329898,0.0
993,train,1229,6.090311,MIP2D-1231-Br2N2Zr2,Br2N2Zr2,6,-3.3712,2.719111,6.090311,6.090311,0.0
994,train,475,4.491784,MIP2D-1505-I10Pr4,I10Pr4,14,-0.0042,4.487584,4.491784,4.491784,0.0
995,val,90,4.933451,MIP2D-1707-Se6U2,Se6U2,8,-1.6822,3.251251,4.933451,4.933451,0.0
996,val,145,6.6706319999999995,MIP2D-556-Cr1S2,CrS2,3,-4.313,2.357632,6.6706319999999995,6.6706319999999995,0.0
997,val,17,7.121364,MIP2D-626-Ge1O1,GeO,2,-5.1128,2.0085640000000002,7.121364,7.121364,0.0
998,train,1022,4.729855,MIP2D-716-I2Pt1,I2Pt,3,-2.532,2.1978549999999997,4.729855,4.729855,0.0
999,train,1079,5.934008,MIP2D-739-I2V1,I2V,3,-3.3078,2.6262080000000005,5.934008,5.934008,0.0
1000,train,1187,5.802753,MIP2D-86-Au2S2,Au2S2,4,-3.6464,2.156353,5.802753,5.802753,0.0
1001,val,158,5.468608999999999,MIP2D-306-C1Nb2S2,CNb2S2,5,-1.5427,3.9259089999999994,5.468608999999999,5.468608999999999,0.0
1002,train,291,4.463979,MIP2D-944-Os2S2,Os2S2,4,-2.0899,2.374079,4.463979,4.463979,0.0
1003,train,333,4.908104,MIP2D-1605-Ir2Te4,Ir2Te4,6,-2.5865,2.3216040000000002,4.908104,4.908104,0.0
1004,train,1106,3.6276080000000004,MIP2D-382-C6P2,C6P2,8,-2.5478,1.079808,3.6276080000000004,3.6276080000000004,0.0
1005,train,598,4.199253000000001,MIP2D-1434-Cl4Zr2,Cl4Zr2,6,-1.9949,2.2043530000000002,4.199253000000001,4.199253000000001,0.0
1006,train,1063,5.236174999999999,MIP2D-1583-I2Se2Tl2,I2Se2Tl2,6,-2.3408,2.8953749999999996,5.236174999999999,5.236174999999999,0.0
1007,train,699,6.108727999999999,MIP2D-177-Br2Pd1,Br2Pd,3,-4.2597,1.849028,6.108727999999999,6.108727999999999,0.0
1008,train,232,6.804696,MIP2D-925-O2Tl2,O2Tl2,4,-4.4974,2.307296,6.804696,6.804696,0.0
1009,train,456,5.058127,MIP2D-1062-Se2Ti1,Se2Ti,3,-3.1431,1.9150269999999998,5.058127,5.058127,0.0
1010,train,93,6.487079,MIP2D-1195-Br2Hg2N2,Br2Hg2N2,6,-4.4909,1.9961789999999997,6.487079,6.487079,0.0
1011,test,30,4.718656,MIP2D-1687-Ru2Te6,Ru2Te6,8,-0.9584,3.7602560000000005,4.718656,4.718656,0.0
1012,train,496,6.805162000000001,MIP2D-219-Br6Ga2,Br6Ga2,8,-5.3295,1.4756620000000003,6.805162000000001,6.805162000000001,0.0
1013,train,1263,5.355587,MIP2D-634-Ge1Se2,GeSe2,3,-3.4466,1.9089870000000002,5.355587,5.355587,0.0
1014,train,180,4.942173,MIP2D-696-I2In1,I2In,3,-2.9466,1.9955730000000003,4.942173,4.942173,0.0
1015,train,543,4.225281,MIP2D-1080-Sn2,Sn2,2,-3.0803,1.144981,4.225281,4.225281,0.0
1016,train,299,6.252203,MIP2D-1170-Br2Cr2N2,Br2Cr2N2,6,-3.9502,2.302003,6.252203,6.252203,0.0
1017,train,714,3.453564,MIP2D-450-Cl2Ta1,Cl2Ta,3,-1.2297,2.223864,3.453564,3.453564,0.0
1018,train,689,7.220375,MIP2D-1384-Cl2O2Tl2,Cl2O2Tl2,6,-4.8294,2.390975,7.220375,7.220375,0.0
1019,train,730,4.415898,MIP2D-1815-Mn2Te2,Mn2Te2,4,-3.1125,1.303398,4.415898,4.415898,0.0
1020,train,408,4.902629,MIP2D-829-Mn2Se2,Mn2Se2,4,-2.8996,2.003029,4.902629,4.902629,0.0
1021,train,320,4.830645,MIP2D-1061-Se2Ta2,Se2Ta2,4,-1.9078,2.9228449999999997,4.830645,4.830645,0.0
1022,train,812,3.698477,MIP2D-1592-I4Re2,I4Re2,6,-1.4489,2.249577,3.698477,3.698477,0.0
1023,test,51,5.375322000000001,MIP2D-267-C1Cl2Lu2,CCl2Lu2,5,-2.9266,2.448722,5.375322000000001,5.375322000000001,0.0
1024,train,872,5.291043,MIP2D-1700-Sc2Se6,Sc2Se6,8,-2.49,2.801043,5.291043,5.291043,0.0
1025,train,72,7.215067,MIP2D-192-Br2Sr1,Br2Sr,3,-5.7621,1.4529670000000001,7.215067,7.215067,0.0
1026,val,179,5.807924,MIP2D-1356-Cl2N2Pt2,Cl2N2Pt2,6,-3.1416,2.666324,5.807924,5.807924,0.0
1027,train,268,6.230867,MIP2D-1405-Cl2S2Tl2,Cl2S2Tl2,6,-3.4264,2.804467,6.230867,6.230867,0.0
1028,train,518,5.570133,MIP2D-1458-Cu2I2O2,Cu2I2O2,6,-2.676,2.894133,5.570133,5.570133,0.0
1029,train,664,4.023394,MIP2D-283-C1F2Y2,CF2Y2,5,-2.2928,1.730594,4.023394,4.023394,0.0
1030,val,2,6.268991,MIP2D-894-O2Os1,O2Os,3,-4.5292,1.7397909999999999,6.268991,6.268991,0.0
1031,train,826,5.902315,MIP2D-403-Cl2Fe1,Cl2Fe,3,-4.1041,1.7982150000000001,5.902315,5.902315,0.0
1032,train,19,5.157082000000001,MIP2D-601-Fe2P2Se6,Fe2P2Se6,10,-3.2923,1.8647820000000004,5.157082000000001,5.157082000000001,0.0
1033,train,537,5.364959000000001,MIP2D-1221-Br2N2Pt2,Br2N2Pt2,6,-2.7503,2.614659,5.364959000000001,5.364959000000001,0.0
1034,train,1240,6.237413999999999,MIP2D-1533-I2N2Tl2,I2N2Tl2,6,-3.0161,3.2213139999999996,6.237413999999999,6.237413999999999,0.0
1035,test,168,4.61638,MIP2D-1547-I2O2Rh2,I2O2Rh2,6,-1.721,2.8953800000000003,4.61638,4.61638,0.0
1036,train,1434,5.475116,MIP2D-1612-Mn2S6,Mn2S6,8,-3.5306,1.9445160000000001,5.475116,5.475116,0.0
1037,train,1471,4.250329999999999,MIP2D-1668-Pt2Te6,Pt2Te6,8,-0.9709,3.279429999999999,4.250329999999999,4.250329999999999,0.0
1038,train,468,5.29814,MIP2D-1552-I2O2Ti2,I2O2Ti2,6,-2.3426,2.95554,5.29814,5.29814,0.0
1039,train,1317,4.17358,MIP2D-1832-O2Pb2,O2Pb2,4,-2.7185,1.45508,4.17358,4.17358,0.0
1040,val,176,4.787191,MIP2D-1006-Ru1Se2,RuSe2,3,-2.3885,2.398691,4.787191,4.787191,0.0
1041,train,1517,4.892144,MIP2D-1840-O2Ta2,O2Ta2,4,-3.5812,1.310944,4.892144,4.892144,0.0
1042,train,680,2.927732,MIP2D-380-C6N2,C6N2,8,-1.9197,1.008032,2.927732,2.927732,0.0
1043,train,332,4.239034,MIP2D-121-Bi2Pb6,Bi2Pb6,8,-3.3391,0.899934,4.239034,4.239034,0.0
1044,test,31,3.190356,MIP2D-101-Ba2N1,Ba2N,3,-1.515,1.675356,3.190356,3.190356,0.0
1045,train,778,5.840552000000001,MIP2D-1392-Cl2Pd2S2,Cl2Pd2S2,6,-3.4497,2.390852,5.840552000000001,5.840552000000001,0.0
1046,train,713,4.079867999999999,MIP2D-611-Ga2I2Y2,Ga2I2Y2,6,-0.7865,3.2933679999999996,4.079867999999999,4.079867999999999,0.0
1047,train,1288,6.347449,MIP2D-1769-F2I2Sr2,F2I2Sr2,6,-3.8318,2.5156490000000002,6.347449,6.347449,0.0
1048,train,1337,5.095935999999999,MIP2D-266-C18,C18,18,-4.4994,0.5965359999999998,5.095935999999999,5.095935999999999,0.0
1049,train,894,7.143342,MIP2D-301-C1Mn2O2,CMn2O2,5,-4.4473,2.6960419999999994,7.143342,7.143342,0.0
1050,train,33,5.867414,MIP2D-803-In2Se3,In2Se3,5,-2.7941,3.073314,5.867414,5.867414,0.0
1051,train,915,4.486688,MIP2D-1216-Br2N2Nb2,Br2N2Nb2,6,-1.8429,2.643788,4.486688,4.486688,0.0
1052,train,430,6.573514,MIP2D-1228-Br2N2Tl2,Br2N2Tl2,6,-4.107,2.466514,6.573514,6.573514,0.0
1053,val,94,4.147013,MIP2D-1283-Br4Mo2,Br4Mo2,6,-2.0808,2.0662130000000003,4.147013,4.147013,0.0
1054,train,572,6.049983,MIP2D-547-Co2S2,Co2S2,4,-3.8627,2.1872830000000003,6.049983,6.049983,0.0
1055,train,515,5.615721,MIP2D-1197-Br2Hg2S2,Br2Hg2S2,6,-3.211,2.404721,5.615721,5.615721,0.0
1056,train,1283,5.745544,MIP2D-180-Br2Pt1,Br2Pt,3,-3.7883,1.957244,5.745544,5.745544,0.0
1057,train,305,5.0330189999999995,MIP2D-1816-Mo2O2,Mo2O2,4,-3.4231,1.609919,5.0330189999999995,5.0330189999999995,0.0
1058,train,172,4.917527,MIP2D-982-Pt2Se2,Pt2Se2,4,-2.5046,2.4129270000000003,4.917527,4.917527,0.0
1059,train,1071,5.353054,MIP2D-1444-Co2Te4,Co2Te4,6,-2.5602,2.7928540000000006,5.353054,5.353054,0.0
1060,val,117,4.373207,MIP2D-535-Co1Nb2S4,CoNb2S4,7,0.1595,4.532707,4.373207,4.373207,0.0
1061,train,1254,5.385495000000001,MIP2D-752-I6Ir2,I6Ir2,8,-3.3868,1.998695,5.385495000000001,5.385495000000001,0.0
1062,train,495,5.4700560000000005,MIP2D-770-I6Rh2,I6Rh2,8,-3.4284,2.0416560000000006,5.4700560000000005,5.4700560000000005,0.0
1063,train,805,5.064885,MIP2D-500-Cl6Re2,Cl6Re2,8,-3.6067,1.4581849999999998,5.064885,5.064885,0.0
1064,train,359,4.486296,MIP2D-543-Co1Te2,CoTe2,3,-2.0084,2.4778960000000003,4.486296,4.486296,0.0
1065,train,1328,4.198009,MIP2D-1081-Sn2Te2,Sn2Te2,4,-1.311,2.887009,4.198009,4.198009,0.0
1066,train,215,5.871795,MIP2D-1501-Hg2I2N2,Hg2I2N2,6,-3.4249,2.4468949999999996,5.871795,5.871795,0.0
1067,train,802,4.0097819999999995,MIP2D-1788-Hf2Te2,Hf2Te2,4,-2.1927,1.8170819999999999,4.0097819999999995,4.0097819999999995,0.0
1068,train,1230,4.607549000000001,MIP2D-1873-S1Sb1,SSb,2,-3.4051,1.202449,4.607549000000001,4.607549000000001,0.0
1069,train,1098,6.356224,MIP2D-330-C2F2Mn3,C2F2Mn3,7,-2.4557,3.900524,6.356224,6.356224,0.0
1070,train,141,4.645475000000001,MIP2D-1218-Br2N2Os2,Br2N2Os2,6,-2.337,2.3084750000000005,4.645475000000001,4.645475000000001,0.0
1071,train,1496,6.6412949999999995,MIP2D-368-C2O2V3,C2O2V3,7,-1.9213,4.719995,6.6412949999999995,6.6412949999999995,0.0
1072,train,963,6.197216,MIP2D-411-Cl2Hf2N2,Cl2Hf2N2,6,-3.4996,2.697616,6.197216,6.197216,0.0
1073,train,204,5.627301,MIP2D-87-Au2Se2,Au2Se2,4,-3.5896,2.037701,5.627301,5.627301,0.0
1074,train,941,3.6454850000000003,MIP2D-1551-I2O2Ta2,I2O2Ta2,6,-0.8454,2.800085,3.6454850000000003,3.6454850000000003,0.0
1075,train,440,4.299834000000001,MIP2D-338-C2F2Y3,C2F2Y3,7,-1.7588,2.5410340000000002,4.299834000000001,4.299834000000001,0.0
1076,train,577,4.921275,MIP2D-711-I2Os1,I2Os,3,-2.6478,2.273475,4.921275,4.921275,0.0
1077,train,289,5.973101,MIP2D-1371-Cl2Ni2S2,Cl2Ni2S2,6,-3.4037,2.569401,5.973101,5.973101,0.0
1078,train,788,5.041596,MIP2D-183-Br2Rh1,Br2Rh,3,-3.3759,1.665696,5.041596,5.041596,0.0
1079,train,630,4.042834,MIP2D-994-Re2Te2,Re2Te2,4,0.2076,4.250434,4.042834,4.042834,0.0
1080,train,134,6.513261,MIP2D-1150-Bi2Br2N2,Bi2Br2N2,6,-3.7021,2.8111610000000002,6.513261,6.513261,0.0
1081,val,133,5.421733,MIP2D-1630-Nb2S6,Nb2S6,8,-1.5613,3.8604329999999996,5.421733,5.421733,0.0
1082,train,694,4.505269,MIP2D-1731-Bi1S1,BiS,2,-3.2457,1.2595690000000002,4.505269,4.505269,0.0
1083,train,498,5.963842,MIP2D-434-Cl2Pt1,Cl2Pt,3,-4.2814,1.6824419999999995,5.963842,5.963842,0.0
1084,test,13,5.333087000000001,MIP2D-1029-S2Ti2,S2Ti2,4,-2.37,2.9630870000000002,5.333087000000001,5.333087000000001,0.0
1085,train,864,5.770554000000001,MIP2D-545-Co2I6,Co2I6,8,-4.0098,1.760754,5.770554000000001,5.770554000000001,0.0
1086,train,301,4.609472,MIP2D-720-I2Rh1,I2Rh,3,-2.4285,2.180972,4.609472,4.609472,0.0
1087,val,162,5.87043,MIP2D-1268-Br2S2Tl2,Br2S2Tl2,6,-3.1304,2.74003,5.87043,5.87043,0.0
1088,val,1,4.3461359999999996,MIP2D-1604-Ir2Ta2Te8,Ir2Ta2Te8,12,-1.8932,2.452936,4.3461359999999996,4.3461359999999996,0.0
1089,train,308,6.762104,MIP2D-215-Br6Cu2,Br6Cu2,8,-5.1217,1.6404040000000002,6.762104,6.762104,0.0
1090,train,976,6.063374,MIP2D-567-Cu1I2,CuI2,3,-3.5984,2.4649739999999998,6.063374,6.063374,0.0
1091,val,142,5.624382,MIP2D-883-Ni2O2,Ni2O2,4,-3.7281,1.896282,5.624382,5.624382,0.0
1092,train,1114,5.730702,MIP2D-1050-Sc1Se2,ScSe2,3,-3.9192,1.8115020000000002,5.730702,5.730702,0.0
1093,train,43,8.512535,MIP2D-627-Ge1O2,GeO2,3,-6.8442,1.6683350000000001,8.512535,8.512535,0.0
1094,test,82,5.997001,MIP2D-1285-Br4O2,Br4O2,6,-5.2863,0.710701,5.997001,5.997001,0.0
1095,train,32,6.096964999999999,MIP2D-1559-I2Pb2S2,I2Pb2S2,6,-3.4435,2.6534649999999997,6.096964999999999,6.096964999999999,0.0
1096,train,531,2.027939,MIP2D-350-C2H2O2Ta3,C2H2O2Ta3,9,1.1234,3.1513389999999997,2.027939,2.027939,0.0
1097,train,635,5.363521,MIP2D-405-Cl2Ga1,Cl2Ga,3,-3.7866,1.576921,5.363521,5.363521,0.0
1098,train,393,6.070990999999999,MIP2D-598-Fe2I6,Fe2I6,8,-4.0371,2.033891,6.070990999999999,6.070990999999999,0.0
1099,test,127,5.896198,MIP2D-1571-I2S2Sc2,I2S2Sc2,6,-3.3982,2.4979980000000004,5.896198,5.896198,0.0
1100,test,5,6.918346,MIP2D-470-Cl6Cr2,Cl6Cr2,8,-5.2958,1.6225460000000003,6.918346,6.918346,0.0
1101,train,575,4.826675000000001,MIP2D-1770-F2Sb2Se4Sr2,F2Sb2Se4Sr2,10,-0.6405,4.186175,4.826675000000001,4.826675000000001,0.0
1102,train,1473,5.788785000000001,MIP2D-1378-Cl2O2Rh2,Cl2O2Rh2,6,-3.3285,2.4602850000000003,5.788785000000001,5.788785000000001,0.0
1103,train,1327,4.419614,MIP2D-1659-Os2Te4,Os2Te4,6,-1.9786,2.441014,4.419614,4.419614,0.0
1104,test,41,8.388165,MIP2D-628-Ge1O2,GeO2,3,-6.495,1.8931649999999998,8.388165,8.388165,0.0
1105,val,164,6.117180000000001,MIP2D-630-Ge1S2,GeS2,3,-4.0997,2.0174800000000004,6.117180000000001,6.117180000000001,0.0
1106,train,948,3.4410040000000004,MIP2D-924-O2Ti2,O2Ti2,4,-1.2241,2.2169040000000004,3.4410040000000004,3.4410040000000004,0.0
1107,train,1219,4.564506,MIP2D-1387-Cl2O2Zr2,Cl2O2Zr2,6,-1.9801,2.584406,4.564506,4.564506,0.0
1108,val,42,5.317703,MIP2D-1465-Fe2I2N2,Fe2I2N2,6,-2.2392,3.0785030000000004,5.317703,5.317703,0.0
1109,train,554,6.266197999999999,MIP2D-274-C1F2Mn2,CF2Mn2,5,-3.7611,2.505098,6.266197999999999,6.266197999999999,0.0
1110,train,402,6.177504,MIP2D-781-I6Tl2,I6Tl2,8,-4.3632,1.814304,6.177504,6.177504,0.0
1111,val,9,4.826784999999999,MIP2D-1023-S2Sn2,S2Sn2,4,-2.0094,2.817385,4.826784999999999,4.826784999999999,0.0
1112,train,1207,5.975044,MIP2D-106-Bi1O2,BiO2,3,-4.3523,1.6227440000000002,5.975044,5.975044,0.0
1113,train,1461,4.997237,MIP2D-1109-Ag2I2S2,Ag2I2S2,6,-1.087,3.910237,4.997237,4.997237,0.0
1114,train,173,5.791666,MIP2D-126-Bi2Se2Te1,Bi2Se2Te,5,-2.1045,3.6871660000000004,5.791666,5.791666,0.0
1115,train,1012,6.812384000000001,MIP2D-253-Br6Ti2,Br6Ti2,8,-5.2746,1.537784,6.812384000000001,6.812384000000001,0.0
1116,train,510,7.07775,MIP2D-136-Br2Cd1,Br2Cd,3,-5.7155,1.36225,7.07775,7.07775,0.0
1117,test,177,4.599957,MIP2D-1858-Pb2Te2,Pb2Te2,4,-3.0583,1.5416570000000003,4.599957,4.599957,0.0
1118,train,1411,5.039968,MIP2D-569-Cu1In1P2Se6,CuInP2Se6,10,-3.0511,1.988868,5.039968,5.039968,0.0
1119,train,1189,5.8703199999999995,MIP2D-1107-Ag2I2N2,Ag2I2N2,6,-2.9853,2.88502,5.8703199999999995,5.8703199999999995,0.0
1120,train,801,7.1020959999999995,MIP2D-420-Cl2Mn1,Cl2Mn,3,-5.3011,1.800996,7.1020959999999995,7.1020959999999995,0.0
1121,train,505,3.007762,MIP2D-743-I2Y1,I2Y,3,-0.9531,2.054662,3.007762,3.007762,0.0
1122,train,985,5.841851,MIP2D-745-I2Zn1,I2Zn,3,-3.9588,1.883051,5.841851,5.841851,0.0
1123,train,1301,6.517206,MIP2D-1637-O4Re2,O4Re2,6,-4.8422,1.6750060000000002,6.517206,6.517206,0.0
1124,train,441,4.6459589999999995,MIP2D-1713-Te4Ti1Zr1,Te4TiZr,6,-2.2641,2.3818589999999995,4.6459589999999995,4.6459589999999995,0.0
1125,train,590,5.055995,MIP2D-29-Al1Sb1,AlSb,2,-3.6335,1.422495,5.055995,5.055995,0.0
1126,val,136,7.720089,MIP2D-520-Cl6Y2,Cl6Y2,8,-6.499,1.221089,7.720089,7.720089,0.0
1127,train,1000,6.805287999999999,MIP2D-904-O2Re1,O2Re,3,-5.0741,1.731188,6.805287999999999,6.805287999999999,0.0
1128,val,46,6.999056,MIP2D-1430-Cl4Tl2,Cl4Tl2,6,-5.5639,1.4351559999999999,6.999056,6.999056,0.0
1129,train,808,4.3061300000000005,MIP2D-753-I6Ir2,I6Ir2,8,-2.3597,1.94643,4.3061300000000005,4.3061300000000005,0.0
1130,train,1418,4.648349,MIP2D-951-P2Si6,P2Si6,8,-3.3374,1.310949,4.648349,4.648349,0.0
1131,test,123,5.640697,MIP2D-818-Mg2P2Se6,Mg2P2Se6,10,-3.7841,1.856597,5.640697,5.640697,0.0
1132,train,1407,5.060062,MIP2D-981-Pt2S2,Pt2S2,4,-2.5652,2.494862,5.060062,5.060062,0.0
1133,train,1054,4.796767,MIP2D-113-Bi2Ge1Te4,Bi2GeTe4,7,-0.0574,4.739367,4.796767,4.796767,0.0
1134,test,11,5.593198000000001,MIP2D-1223-Br2N2Ru2,Br2N2Ru2,6,-2.8516,2.7415980000000006,5.593198000000001,5.593198000000001,0.0
1135,val,108,6.075611,MIP2D-1560-I2Pb2Se2,I2Pb2Se2,6,-3.5358,2.539811,6.075611,6.075611,0.0
1136,train,1453,3.242196,MIP2D-304-C1Nb2,CNb2,3,-1.0421,2.200096,3.242196,3.242196,0.0
1137,train,1130,6.9927779999999995,MIP2D-401-Cl2Cu1,Cl2Cu,3,-5.1175,1.8752779999999998,6.9927779999999995,6.9927779999999995,0.0
1138,train,1053,5.648589,MIP2D-949-P2Si2,P2Si2,4,-2.9894,2.6591890000000005,5.648589,5.648589,0.0
1139,val,20,6.092679,MIP2D-1161-Bi2I2S2,Bi2I2S2,6,-3.3921,2.700579,6.092679,6.092679,0.0
1140,train,166,7.584793,MIP2D-1320-Cl2Ga2O2,Cl2Ga2O2,6,-5.1527,2.432093,7.584793,7.584793,0.0
1141,test,73,4.972168999999999,MIP2D-1628-Nb2O4,Nb2O4,6,-3.2398,1.7323689999999998,4.972168999999999,4.972168999999999,0.0
1142,train,1251,4.5002759999999995,MIP2D-681-Hf2Te2,Hf2Te2,4,-1.4269,3.0733759999999997,4.5002759999999995,4.5002759999999995,0.0
1143,train,472,3.0977629999999996,MIP2D-827-Mn2O2,Mn2O2,4,-1.7437,1.3540629999999998,3.0977629999999996,3.0977629999999996,0.0
1144,train,480,5.242167,MIP2D-574-Cu1Se2,CuSe2,3,-3.4459,1.7962669999999998,5.242167,5.242167,0.0
1145,train,1244,6.576063,MIP2D-89-B1Br3,BBr3,4,-6.0247,0.551363,6.576063,6.576063,0.0
1146,train,881,4.4368300000000005,MIP2D-1045-Sb2Sn6,Sb2Sn6,8,-3.2799,1.15693,4.4368300000000005,4.4368300000000005,0.0
1147,train,1392,6.0861209999999994,MIP2D-1159-Bi2I2N2,Bi2I2N2,6,-2.4806,3.6055209999999995,6.0861209999999994,6.0861209999999994,0.0
1148,train,186,6.5876600000000005,MIP2D-1375-Cl2O2Pb2,Cl2O2Pb2,6,-4.1298,2.45786,6.5876600000000005,6.5876600000000005,0.0
1149,train,1416,6.256879,MIP2D-307-C1O2Sc2,CO2Sc2,5,-4.1109,2.1459789999999996,6.256879,6.256879,0.0
1150,test,165,7.420354000000001,MIP2D-469-Cl6Cr2,Cl6Cr2,8,-5.7693,1.6510540000000002,7.420354000000001,7.420354000000001,0.0
1151,train,120,5.483114,MIP2D-131-Bi2Te3,Bi2Te3,5,-0.8434,4.639714,5.483114,5.483114,0.0
1152,train,177,4.778219,MIP2D-1799-In1Se1,InSe,2,-3.7699,1.0083190000000002,4.778219,4.778219,0.0
1153,train,998,5.371798999999999,MIP2D-281-C1F2V2,CF2V2,5,-2.5455,2.8262989999999997,5.371798999999999,5.371798999999999,0.0
1154,train,1476,4.450449,MIP2D-343-C2H2,C2H2,4,-3.4783,0.9721489999999999,4.450449,4.450449,0.0
1155,train,195,4.877372,MIP2D-1523-I2N2Ni2,I2N2Ni2,6,-1.6404,3.236972,4.877372,4.877372,0.0
1156,train,1172,5.34943,MIP2D-157-Br2In1,Br2In,3,-3.7752,1.57423,5.34943,5.34943,0.0
1157,train,262,4.848108,MIP2D-1672-Re2Se4,Re2Se4,6,-3.2194,1.628708,4.848108,4.848108,0.0
1158,train,1497,7.569807,MIP2D-17-Ag2Cl6,Ag2Cl6,8,-5.9376,1.632207,7.569807,7.569807,0.0
1159,train,248,5.61542,MIP2D-690-Hg1Se1,HgSe,2,-4.7676,0.8478200000000001,5.61542,5.61542,0.0
1160,train,223,5.890489,MIP2D-1111-Al1P1S4,AlPS4,6,-4.7207,1.169789,5.890489,5.890489,0.0
1161,train,527,3.742837,MIP2D-409-Cl2Hf1,Cl2Hf,3,-1.7096,2.033237,3.742837,3.742837,0.0
1162,test,56,3.5812250000000003,MIP2D-850-N1Zr1,NZr,2,-2.2789,1.3023250000000002,3.5812250000000003,3.5812250000000003,0.0
1163,train,702,4.435558,MIP2D-1527-I2N2Rh2,I2N2Rh2,6,-1.1718,3.263758,4.435558,4.435558,0.0
1164,train,1157,4.325709,MIP2D-1534-I2N2W2,I2N2W2,6,-1.4511,2.874609,4.325709,4.325709,0.0
1165,train,494,3.844407,MIP2D-1887-Sb1Te1,SbTe,2,-3.6168,0.22760699999999995,3.844407,3.844407,0.0
1166,train,1304,6.230385,MIP2D-285-C1H2Hf2O2,CH2Hf2O2,7,-1.4367,4.793685,6.230385,6.230385,0.0
1167,train,1507,7.37163,MIP2D-97-Ba1Cl2,BaCl2,3,-6.2711,1.10053,7.37163,7.37163,0.0
1168,train,220,4.803225,MIP2D-1025-S2Ta1,S2Ta,3,-2.7629,2.040325,4.803225,4.803225,0.0
1169,train,256,5.141901,MIP2D-1540-I2Ni2O2,I2Ni2O2,6,-2.1329,3.009001,5.141901,5.141901,0.0
1170,val,85,4.478637999999999,MIP2D-1606-Ir2Te6,Ir2Te6,8,-0.8751,3.6035379999999995,4.478637999999999,4.478637999999999,0.0
1171,train,246,3.576099,MIP2D-878-Ni1S2,NiS2,3,-2.0257,1.550399,3.576099,3.576099,0.0
1172,train,1021,7.542311,MIP2D-927-O2V1,O2V,3,-5.4926,2.049711,7.542311,7.542311,0.0
1173,train,264,6.856609,MIP2D-1390-Cl2Pb2S2,Cl2Pb2S2,6,-4.5154,2.341209,6.856609,6.856609,0.0
1174,train,919,5.434344000000001,MIP2D-1504-Hg2I2Se2,Hg2I2Se2,6,-2.6594,2.7749440000000005,5.434344000000001,5.434344000000001,0.0
1175,train,1171,5.14902,MIP2D-1879-S2Ta2,S2Ta2,4,-3.399,1.75002,5.14902,5.14902,0.0
1176,train,564,5.6819299999999995,MIP2D-599-Fe2I6,Fe2I6,8,-3.8079,1.8740299999999999,5.6819299999999995,5.6819299999999995,0.0
